Starting
Starting
Stepper Pin:14
1073494588
1073494252
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!
0.84,7768
0.85,7769
0.87,7771
-0.23,7772
-0.17,7773
0.66,7775
0.74,7776
0.99,7777
0.87,7779
0.92,7780
0.88,7781
0.86,7783
1.00,7784
0.79,7785
0.88,7786
0.85,7788
1.05,7789
1.02,7790
0.95,7792
0.80,7793
0.76,7794
0.73,7796
0.86,7797
0.85,7798
0.84,7800
0.79,7801
0.92,7802
0.83,7804
0.84,7805
1.05,7806
0.72,7808
0.83,7809
0.81,7810
0.81,7812
0.79,7813
0.78,7814
0.86,7815
0.88,7817
0.85,7818
0.91,7819
0.94,7821
0.71,7822
-0.29,7823
-0.03,7825
0.80,7826
0.89,7827
0.93,7829
0.75,7830
0.99,7831
0.85,7833
0.81,7834
0.72,7835
0.96,7837
0.86,7838
0.90,7839
0.89,7841
0.82,7842
0.75,7843
0.84,7844
0.87,7846
0.89,7847
1.02,7848
0.78,7850
0.92,7851
0.85,7852
0.76,7854
0.75,7855
0.81,7856
0.90,7858
0.88,7859
0.92,7860
0.87,7862
0.84,7863
0.81,7864
0.92,7866
0.84,7867
0.75,7868
0.89,7869
0.77,7871
0.89,7872
0.63,7873
-0.27,7875
-0.17,7876
0.83,7877
0.84,7879
0.88,7880
0.92,7881
0.94,7883
0.87,7884
0.62,7885
0.97,7887
0.84,7888
0.90,7889
0.84,7891
1.01,7892
0.90,7893
0.81,7895
0.81,7896
1.05,7897
0.84,7898
0.98,7900
0.80,7901
0.86,7902
0.78,7904
0.64,7905
0.90,7906
0.79,7908
0.91,7909
0.83,7910
0.86,7912
1.00,7913
0.88,7914
0.83,7916
0.77,7917
1.00,7918
0.88,7920
0.90,7921
0.83,7922
0.99,7923
0.31,7925
-0.26,7926
-0.22,7927
-0.33,7929
-0.06,7930
0.69,7931
0.80,7933
0.92,7934
0.87,7935
0.67,7937
0.65,7938
0.85,7939
0.86,7941
0.68,7942
0.82,7943
0.73,7945
0.97,7946
0.86,7947
0.77,7949
0.83,7950
0.83,7951
0.81,7953
0.80,7954
0.82,7955
0.91,7956
0.91,7958
0.68,7959
0.97,7960
0.82,7962
0.68,7963
0.85,7964
0.70,7966
0.77,7967
0.63,7968
0.78,7970
0.66,7971
0.80,7972
0.80,7974
0.70,7975
0.13,7976
-0.35,7978
0.10,7979
0.82,7980
0.78,7982
0.78,7983
0.85,7984
0.84,7986
0.72,7987
0.78,7988
1.05,7989
0.72,7991
0.66,7992
0.89,7993
0.79,7995
0.71,7996
0.88,7997
0.71,7999
0.62,8000
0.83,8001
0.73,8003
0.73,8004
0.78,8005
0.88,8007
0.70,8008
0.95,8009
0.78,8011
0.79,8012
0.73,8013
0.78,8014
0.70,8016
0.78,8017
0.75,8018
0.93,8020
0.84,8021
0.85,8022
0.73,8024
0.78,8025
0.84,8026
-0.11,8028
-0.18,8029
0.26,8030
0.84,8032
0.75,8033
0.75,8034
0.66,8036
0.81,8037
0.83,8038
0.80,8040
0.94,8041
0.68,8042
0.77,8044
0.79,8045
0.81,8046
0.74,8047
0.99,8049
0.71,8050
0.80,8051
0.87,8053
0.71,8054
0.79,8055
0.83,8057
0.85,8058
0.88,8059
0.89,8061
0.81,8062
0.85,8063
0.77,8065
0.74,8066
0.85,8067
0.86,8069
0.85,8070
0.75,8071
1.01,8072
0.91,8074
0.89,8075
0.79,8076
0.75,8078
-0.20,8079
-0.05,8080
0.44,8082
0.71,8083
0.96,8084
0.75,8086
0.81,8087
0.89,8088
0.91,8090
0.92,8091
0.93,8092
0.88,8094
0.71,8095
0.85,8096
0.85,8098
0.67,8099
0.87,8100
0.87,8101
0.83,8103
0.77,8104
0.86,8105
0.66,8107
0.75,8108
0.94,8109
0.79,8111
0.69,8112
0.64,8113
0.79,8115
0.88,8116
0.73,8117
0.86,8119
0.69,8120
0.67,8121
0.75,8123
0.78,8124
0.76,8125
0.86,8126
0.60,8128
0.57,8129
-0.15,8130
-0.15,8132
0.53,8133
0.80,8134
0.83,8136
0.88,8137
0.78,8138
0.89,8140
0.67,8141
0.77,8142
0.75,8144
0.73,8145
0.76,8146
0.84,8148
0.89,8149
0.83,8150
0.80,8152
0.77,8153
0.80,8154
0.89,8155
0.73,8157
0.78,8158
0.82,8159
0.74,8161
0.82,8162
0.80,8163
0.80,8165
0.72,8166
1.03,8167
0.75,8169
0.83,8170
0.81,8171
0.82,8173
0.72,8174
0.84,8175
0.74,8177
0.85,8178
0.77,8179
0.78,8181
-0.24,8182
-0.12,8183
0.80,8185
0.93,8186
0.96,8187
0.78,8188
0.68,8190
0.74,8191
0.83,8192
0.80,8194
0.80,8195
0.83,8196
0.83,8198
0.84,8199
0.86,8200
0.74,8202
0.75,8203
0.96,8204
0.75,8206
0.81,8207
0.97,8208
0.86,8210
0.91,8211
0.89,8212
0.91,8213
0.66,8215
0.85,8216
0.96,8217
0.68,8219
0.88,8220
0.84,8221
0.91,8223
0.78,8224
1.08,8225
0.91,8227
0.75,8228
0.86,8229
0.82,8231
0.39,8232
-0.17,8233
-0.23,8235
0.72,8236
0.86,8237
0.83,8239
0.71,8240
0.80,8241
0.83,8243
0.74,8244
0.74,8245
0.76,8246
0.81,8248
0.88,8249
0.82,8250
0.78,8252
0.85,8253
0.86,8254
0.83,8256
0.86,8257
0.99,8258
0.85,8260
0.71,8261
0.89,8262
0.88,8264
0.86,8265
0.99,8266
0.94,8268
0.87,8269
0.83,8270
0.84,8272
0.73,8273
0.89,8274
0.65,8275
0.79,8277
0.71,8278
0.81,8279
0.84,8281
0.77,8282
0.21,8283
-0.21,8285
0.06,8286
0.96,8287
0.70,8289
0.79,8290
0.84,8291
0.85,8293
0.82,8294
0.77,8295
0.83,8297
0.88,8298
0.88,8299
0.91,8301
0.89,8302
0.74,8303
0.73,8304
0.87,8306
0.79,8307
0.82,8308
0.72,8310
0.88,8311
0.86,8312
0.70,8314
0.85,8315
0.94,8316
0.92,8318
0.71,8319
1.02,8320
0.72,8322
0.93,8323
0.77,8324
0.84,8326
0.72,8327
1.06,8328
0.79,8330
0.79,8331
0.85,8332
0.79,8333
-0.05,8335
-0.25,8336
0.27,8337
0.88,8339
0.83,8340
0.90,8341
0.72,8343
0.87,8344
0.87,8345
0.81,8347
0.83,8348
0.98,8349
0.90,8351
0.81,8352
0.94,8353
0.77,8355
0.83,8356
0.84,8357
0.87,8359
0.90,8360
0.84,8361
0.83,8362
0.81,8364
1.03,8365
0.96,8366
0.74,8368
0.88,8369
0.96,8370
0.89,8372
0.87,8373
0.92,8374
0.87,8376
0.75,8377
0.89,8378
0.78,8380
0.88,8381
0.93,8382
0.90,8384
0.78,8385
-0.28,8386
-0.29,8387
0.25,8389
0.83,8390
0.96,8392
0.70,8393
0.80,8394
0.78,8395
0.75,8397
0.91,8398
0.87,8399
0.82,8401
0.91,8402
0.74,8403
0.96,8405
0.77,8406
0.77,8407
0.68,8409
0.84,8410
0.84,8411
0.76,8413
0.84,8414
0.80,8415
0.80,8416
0.71,8418
0.95,8419
0.90,8420
0.88,8422
0.89,8423
0.95,8424
0.87,8426
0.88,8427
0.92,8428
0.83,8430
0.71,8431
0.82,8432
0.82,8434
0.69,8435
0.77,8436
-0.22,8438
-0.19,8439
0.58,8440
0.86,8442
0.78,8443
0.78,8444
0.78,8446
0.90,8447
0.95,8448
0.93,8449
0.95,8451
0.67,8452
0.95,8453
0.76,8455
0.91,8456
1.00,8457
0.63,8459
0.69,8460
0.81,8461
0.91,8463
0.75,8464
0.84,8465
0.81,8467
0.76,8468
0.70,8469
0.81,8471
0.81,8472
0.72,8473
0.85,8474
0.89,8476
0.80,8477
0.95,8478
0.93,8480
0.90,8481
0.80,8482
0.86,8484
0.83,8485
0.77,8486
0.56,8488
-0.39,8489
-0.11,8490
-0.35,8492
-0.25,8493
0.24,8494
0.91,8496
0.77,8497
0.86,8498
0.79,8500
0.97,8501
0.82,8502
0.88,8504
0.84,8505
0.82,8506
0.78,8507
0.81,8509
0.68,8510
0.78,8511
0.67,8513
0.76,8514
0.66,8515
0.93,8517
0.63,8518
0.90,8519
0.65,8521
0.58,8522
0.81,8523
0.83,8525
0.74,8526
0.76,8527
0.69,8529
0.63,8530
0.94,8531
0.81,8532
0.70,8534
0.79,8535
0.75,8536
0.84,8538
0.31,8539
-0.31,8540
-0.21,8542
0.77,8543
0.92,8544
0.79,8546
0.74,8547
0.83,8548
0.77,8550
0.85,8551
0.91,8552
0.83,8554
0.93,8555
0.98,8556
0.77,8558
0.95,8559
0.83,8560
0.82,8562
0.80,8563
0.85,8564
0.88,8565
0.80,8567
0.89,8568
0.82,8569
0.75,8571
0.93,8572
0.81,8573
0.91,8575
0.67,8576
0.92,8577
0.77,8579
0.84,8580
0.88,8581
0.73,8583
0.81,8584
0.99,8585
0.92,8587
0.73,8588
0.71,8589
0.28,8590
-0.16,8592
-0.10,8593
0.93,8594
0.78,8596
0.79,8597
0.79,8598
0.99,8600
0.86,8601
0.81,8602
0.80,8604
0.77,8605
0.80,8606
0.98,8608
0.73,8609
1.12,8610
0.78,8612
0.81,8613
0.85,8614
0.96,8616
0.77,8617
0.95,8618
0.92,8619
0.82,8621
0.83,8622
0.85,8623
0.88,8625
0.90,8626
0.83,8627
0.86,8629
0.87,8630
0.95,8631
1.00,8633
1.00,8634
0.93,8635
0.90,8637
0.79,8638
0.89,8639
0.91,8641
0.13,8642
-0.01,8643
-0.01,8645
0.78,8646
0.91,8647
0.81,8648
0.83,8650
0.77,8651
0.88,8652
0.85,8654
0.88,8655
0.98,8656
0.88,8658
0.72,8659
0.83,8660
0.77,8662
0.91,8663
1.02,8664
0.84,8666
0.93,8667
0.81,8668
0.84,8670
0.82,8671
0.85,8672
0.77,8673
0.85,8675
0.93,8676
0.85,8677
0.96,8679
0.93,8680
1.05,8681
0.87,8683
0.81,8684
0.91,8685
1.03,8687
0.79,8688
0.88,8689
1.05,8691
0.90,8692
-0.16,8693
-0.24,8695
0.10,8696
0.88,8697
0.91,8699
0.81,8700
0.93,8701
0.86,8702
0.89,8704
0.85,8705
0.91,8706
0.82,8708
0.74,8709
0.80,8710
0.90,8712
0.85,8713
0.95,8714
0.87,8716
0.64,8717
0.88,8718
0.72,8720
0.83,8721
0.73,8722
0.76,8724
0.76,8725
0.96,8726
0.82,8727
0.83,8729
0.81,8730
0.99,8731
0.90,8733
0.94,8734
0.80,8735
0.87,8737
0.79,8738
0.82,8739
0.91,8741
0.74,8742
0.81,8743
-0.08,8745
-0.10,8746
0.33,8747
0.72,8749
0.89,8750
0.88,8751
0.89,8753
0.97,8754
0.90,8755
0.74,8757
0.79,8758
0.94,8759
0.99,8760
0.78,8762
0.90,8763
0.88,8764
0.76,8766
0.87,8767
0.92,8768
0.98,8770
0.79,8771
0.86,8772
0.88,8774
0.91,8775
0.85,8776
0.82,8778
0.81,8779
0.90,8780
0.99,8782
0.82,8783
0.73,8784
0.95,8785
0.79,8787
1.03,8788
0.90,8789
0.88,8791
0.80,8792
0.91,8793
0.65,8795
-0.11,8796
-0.02,8797
0.58,8799
0.91,8800
0.86,8801
0.84,8803
0.95,8804
0.90,8805
0.99,8807
0.81,8808
0.85,8809
0.81,8811
0.81,8812
0.82,8813
0.94,8815
0.75,8816
0.93,8817
0.82,8818
0.79,8820
0.81,8821
0.89,8822
0.79,8824
0.83,8825
0.87,8826
0.79,8828
0.87,8829
0.92,8830
0.85,8832
0.86,8833
0.97,8834
0.91,8836
0.85,8837
0.98,8838
0.84,8840
0.85,8841
0.92,8842
0.83,8843
0.87,8845
0.64,8846
-0.17,8847
-0.28,8849
0.76,8850
1.04,8851
0.88,8853
0.86,8854
0.77,8855
0.81,8857
0.85,8858
0.97,8859
0.84,8861
0.86,8862
0.93,8863
0.94,8865
0.78,8866
0.79,8867
0.72,8869
0.80,8870
0.87,8871
0.93,8873
0.76,8874
0.95,8875
0.94,8876
0.82,8878
0.89,8879
0.95,8880
0.93,8882
0.85,8883
0.92,8884
0.94,8886
0.82,8887
0.83,8888
0.91,8890
1.00,8891
0.87,8892
0.87,8894
0.91,8895
0.92,8896
0.36,8898
-0.19,8899
-0.01,8900
0.87,8902
0.79,8903
0.84,8904
0.83,8905
0.92,8907
0.93,8908
1.03,8909
0.75,8911
0.79,8912
0.88,8913
0.99,8915
0.77,8916
0.71,8917
0.92,8919
0.82,8920
0.86,8921
0.84,8923
0.82,8924
0.86,8925
0.83,8927
0.78,8928
0.90,8929
0.90,8930
0.98,8932
0.90,8933
0.86,8934
0.71,8936
0.88,8937
0.79,8938
0.82,8940
1.00,8941
0.92,8942
0.85,8944
0.72,8945
0.90,8946
0.96,8948
0.12,8949
-0.15,8950
-0.13,8952
-0.30,8953
-0.29,8954
0.74,8956
0.82,8957
0.83,8958
0.88,8960
0.81,8961
0.89,8962
0.84,8963
1.05,8965
0.82,8966
0.96,8967
0.90,8969
0.84,8970
0.91,8971
1.00,8973
0.90,8974
0.95,8975
0.89,8977
0.97,8978
0.98,8979
0.87,8981
0.95,8982
0.77,8983
0.81,8985
0.71,8986
0.87,8987
0.86,8988
0.87,8990
0.84,8991
0.75,8992
0.84,8994
0.86,8995
0.86,8996
0.91,8998
0.92,8999
0.06,9000
-0.21,9002
0.18,9003
1.00,9004
0.80,9006
0.77,9007
0.94,9008
0.98,9010
0.88,9011
0.89,9012
0.87,9014
0.85,9015
1.00,9016
0.93,9017
0.83,9019
0.86,9020
0.82,9021
0.83,9023
0.85,9024
0.85,9025
0.87,9027
0.90,9028
0.89,9029
1.03,9031
0.83,9032
0.93,9033
0.88,9035
0.84,9036
0.80,9037
0.91,9038
1.00,9040
0.73,9041
0.83,9042
0.85,9044
0.95,9045
0.90,9046
0.76,9048
0.91,9049
0.92,9050
-0.10,9052
-0.16,9053
0.50,9054
0.82,9056
0.91,9057
0.94,9058
0.90,9060
0.89,9061
0.85,9062
0.94,9064
0.90,9065
0.99,9066
0.85,9068
0.85,9069
0.98,9070
0.75,9071
0.89,9073
0.96,9074
0.97,9075
0.90,9077
0.92,9078
0.91,9079
0.81,9081
0.88,9082
1.05,9083
0.89,9085
0.88,9086
0.83,9087
0.93,9089
0.91,9090
0.85,9091
0.96,9092
0.88,9094
0.94,9095
1.09,9096
0.87,9098
0.93,9099
1.00,9100
0.85,9102
-0.16,9103
-0.36,9104
0.23,9106
0.94,9107
0.91,9108
0.77,9110
0.62,9111
0.88,9112
0.72,9114
0.88,9115
0.81,9116
0.64,9118
0.77,9119
0.79,9120
0.75,9122
0.70,9123
0.78,9124
0.74,9125
0.91,9127
0.84,9128
0.85,9129
0.82,9131
0.87,9132
0.91,9133
0.72,9135
0.98,9136
0.89,9137
0.86,9139
0.85,9140
0.80,9141
0.85,9143
0.83,9144
0.86,9145
0.81,9146
0.76,9148
0.80,9149
0.93,9150
0.79,9152
0.76,9153
-0.06,9154
-0.14,9156
0.70,9157
0.96,9158
0.96,9160
0.72,9161
0.83,9162
0.67,9164
0.91,9165
1.01,9166
0.89,9168
0.86,9169
0.94,9170
0.92,9172
0.91,9173
0.86,9174
0.76,9176
0.73,9177
0.86,9178
0.79,9179
0.77,9181
0.88,9182
0.83,9183
0.80,9185
0.84,9186
0.94,9187
0.80,9189
0.90,9190
0.90,9191
0.96,9193
0.94,9194
0.93,9195
0.89,9197
0.91,9198
0.96,9199
1.05,9201
0.88,9202
0.98,9203
0.56,9205
-0.23,9206
-0.19,9207
-0.32,9209
-0.42,9210
-0.10,9211
-0.19,9213
-0.17,9214
-0.15,9215
-0.09,9216
-0.16,9218
-0.07,9219
-0.12,9220
-0.23,9222
-0.11,9223
-0.14,9224
-0.17,9226
-0.12,9227
-0.20,9228
-0.13,9229
-0.02,9231
-0.24,9232
-0.14,9233
-0.21,9235
-0.22,9236
-0.05,9237
0.50,9239
0.89,9240
0.97,9241
1.01,9243
0.77,9244
0.80,9245
0.98,9247
0.82,9248
0.97,9249
1.04,9251
0.73,9252
0.81,9253
1.03,9255
0.58,9256
-0.15,9257
-0.02,9258
-0.18,9260
-0.01,9261
-0.07,9262
-0.22,9264
-0.09,9265
-0.08,9266
-0.23,9268
-0.20,9269
-0.02,9270
-0.12,9272
-0.18,9273
-0.09,9274
-0.24,9275
-0.21,9277
-0.04,9278
-0.18,9279
-0.14,9281
-0.14,9282
-0.20,9283
-0.15,9285
-0.15,9286
-0.04,9287
-0.02,9289
-0.20,9290
-0.04,9291
-0.06,9292
-0.18,9294
-0.16,9295
-0.19,9296
-0.07,9298
-0.17,9299
-0.02,9300
-0.33,9302
-0.17,9303
-0.08,9304
-0.11,9306
-0.19,9307
-0.17,9308
-0.11,9309
0.83,9311
0.84,9312
0.77,9313
0.85,9315
0.84,9316
1.04,9317
0.91,9319
0.83,9320
0.91,9321
1.01,9323
0.84,9324
0.83,9325
0.65,9327
0.74,9328
0.87,9329
0.84,9331
0.92,9332
0.93,9333
0.83,9335
0.83,9336
0.86,9337
0.84,9338
0.88,9340
0.68,9341
0.72,9342
0.83,9344
0.83,9345
0.82,9346
0.91,9348
0.86,9349
0.75,9350
0.83,9352
0.72,9353
0.84,9354
0.88,9356
0.77,9357
0.46,9358
-0.09,9360
-0.24,9361
0.89,9362
1.00,9364
0.88,9365
0.85,9366
0.76,9367
0.75,9369
0.79,9370
0.88,9371
0.83,9373
0.80,9374
0.91,9375
0.89,9377
0.98,9378
0.87,9379
0.76,9381
0.92,9382
0.98,9383
0.89,9385
0.88,9386
0.93,9387
0.91,9389
0.89,9390
0.96,9391
0.84,9392
0.84,9394
0.80,9395
1.02,9396
0.83,9398
0.87,9399
0.80,9400
0.87,9402
0.88,9403
0.98,9404
0.78,9406
0.82,9407
0.74,9408
0.35,9410
-0.20,9411
-0.06,9412
0.88,9414
0.85,9415
0.85,9416
0.79,9418
0.78,9419
0.86,9420
0.84,9421
0.72,9423
0.87,9424
0.79,9425
0.82,9427
0.72,9428
0.80,9429
0.76,9431
0.74,9432
0.90,9433
0.72,9435
0.88,9436
0.86,9437
0.73,9439
0.75,9440
0.81,9441
0.76,9443
0.84,9444
0.85,9445
0.87,9446
0.94,9448
1.00,9449
0.77,9450
0.79,9452
0.94,9453
0.82,9454
0.89,9456
0.74,9457
1.00,9458
0.91,9460
0.20,9461
-0.23,9462
-0.18,9464
-0.21,9465
-0.06,9466
-0.13,9467
-0.23,9469
-0.18,9470
-0.21,9471
-0.35,9473
-0.22,9474
-0.14,9475
-0.16,9477
-0.08,9478
-0.11,9479
-0.04,9481
-0.25,9482
-0.19,9483
-0.02,9484
-0.25,9486
-0.22,9487
-0.25,9488
-0.10,9490
-0.14,9491
-0.20,9492
-0.18,9494
-0.20,9495
-0.31,9496
-0.20,9498
-0.22,9499
-0.19,9500
-0.18,9501
-0.19,9503
-0.22,9504
-0.13,9505
-0.21,9507
-0.25,9508
-0.32,9509
-0.21,9511
-0.30,9512
-0.10,9513
-0.17,9515
0.83,9516
0.89,9517
0.77,9519
0.73,9520
0.95,9521
0.95,9522
0.81,9524
0.93,9525
0.88,9526
0.89,9528
0.78,9529
0.85,9530
0.91,9532
0.80,9533
0.79,9534
0.79,9536
0.87,9537
0.82,9538
0.87,9540
0.87,9541
0.88,9542
0.97,9544
0.88,9545
0.83,9546
0.89,9547
0.78,9549
0.87,9550
0.90,9551
0.89,9553
0.79,9554
0.97,9555
1.01,9557
0.94,9558
0.96,9559
0.84,9561
0.81,9562
0.32,9563
0.09,9565
-0.06,9566
0.86,9567
0.78,9569
0.89,9570
0.87,9571
0.91,9573
0.84,9574
0.90,9575
0.84,9577
0.86,9578
0.93,9579
0.80,9580
0.90,9582
0.97,9583
0.84,9584
0.68,9586
0.88,9587
0.83,9588
0.86,9590
0.89,9591
0.88,9592
0.83,9594
0.80,9595
0.87,9596
0.87,9598
0.67,9599
0.83,9600
0.83,9601
0.85,9603
0.82,9604
0.86,9605
0.80,9607
0.91,9608
0.85,9609
0.73,9611
0.70,9612
0.82,9613
0.08,9615
-0.15,9616
0.02,9617
0.72,9619
0.77,9620
0.81,9621
0.76,9623
0.74,9624
0.77,9625
0.72,9627
0.77,9628
1.03,9629
0.87,9631
0.94,9632
0.74,9633
0.95,9634
0.76,9636
0.94,9637
0.80,9638
0.77,9640
0.88,9641
0.81,9642
0.79,9644
0.84,9645
0.73,9646
0.91,9648
0.91,9649
0.84,9650
0.91,9652
0.85,9653
0.83,9654
0.89,9656
0.87,9657
0.84,9658
0.98,9659
0.90,9661
0.88,9662
0.88,9663
0.84,9665
0.05,9666
-0.19,9667
0.06,9669
0.77,9670
0.89,9671
0.83,9673
0.68,9674
0.75,9675
0.80,9677
0.81,9678
0.99,9679
0.85,9681
0.80,9682
0.81,9683
0.79,9685
0.69,9686
0.74,9687
0.98,9689
0.77,9690
0.88,9691
0.85,9692
0.83,9694
0.87,9695
0.83,9696
0.89,9698
0.79,9699
0.80,9700
0.85,9702
0.80,9703
0.87,9704
0.89,9706
0.79,9707
0.78,9708
0.76,9710
0.79,9711
0.86,9712
0.80,9713
0.69,9715
0.82,9716
-0.22,9717
-0.30,9719
0.41,9720
0.95,9721
0.74,9723
0.88,9724
0.95,9725
0.76,9727
0.78,9728
0.82,9729
0.79,9731
0.84,9732
0.86,9733
0.80,9735
0.85,9736
0.85,9737
0.96,9739
0.89,9740
0.79,9741
0.79,9742
0.74,9744
0.74,9745
0.82,9746
0.78,9748
0.88,9749
1.07,9750
0.82,9752
0.80,9753
0.76,9754
0.84,9756
0.80,9757
0.93,9758
0.77,9760
0.83,9761
0.88,9762
0.79,9764
0.78,9765
0.95,9766
0.72,9768
-0.23,9769
-0.10,9770
-0.16,9771
-0.24,9773
-0.26,9774
-0.39,9775
-0.23,9777
-0.32,9778
-0.16,9779
-0.24,9781
-0.21,9782
-0.03,9783
-0.21,9785
-0.14,9786
-0.25,9787
-0.25,9788
-0.18,9790
-0.23,9791
-0.05,9792
-0.24,9794
-0.33,9795
-0.11,9796
-0.10,9798
-0.28,9799
-0.13,9800
-0.20,9801
-0.15,9803
-0.19,9804
-0.13,9805
-0.19,9807
-0.29,9808
-0.15,9809
-0.06,9811
-0.22,9812
-0.09,9813
-0.23,9815
-0.14,9816
-0.17,9817
-0.12,9818
-0.27,9820
-0.16,9821
0.50,9822
0.81,9824
0.90,9825
0.83,9826
0.85,9828
0.81,9829
0.91,9830
0.95,9832
0.99,9833
0.92,9834
0.87,9836
1.02,9837
0.78,9838
1.00,9840
0.72,9841
0.91,9842
0.94,9844
0.74,9845
0.71,9846
0.82,9847
0.75,9849
0.87,9850
0.78,9851
0.83,9853
0.80,9854
0.89,9855
0.81,9857
0.90,9858
0.89,9859
1.00,9861
0.83,9862
1.01,9863
0.96,9865
0.87,9866
0.89,9867
0.62,9868
0.67,9870
-0.17,9871
-0.23,9872
0.61,9874
0.91,9875
1.05,9877
0.87,9878
0.86,9879
0.85,9880
0.79,9882
0.77,9883
0.87,9884
0.92,9886
0.70,9887
0.86,9888
0.89,9890
0.88,9891
0.90,9892
0.79,9894
0.75,9895
0.89,9896
0.88,9898
0.83,9899
0.90,9900
0.89,9901
0.89,9903
0.77,9904
0.94,9905
0.77,9907
0.80,9908
0.86,9909
0.90,9911
0.78,9912
0.99,9913
0.86,9915
0.86,9916
1.01,9917
0.88,9919
0.83,9920
0.67,9921
-0.26,9923
-0.28,9924
0.82,9925
0.94,9927
0.94,9928
0.86,9929
1.01,9931
0.92,9932
0.98,9933
0.97,9934
1.04,9936
0.77,9937
0.83,9938
0.87,9940
0.95,9941
0.74,9942
0.77,9944
0.72,9945
0.81,9946
0.96,9948
0.84,9949
0.86,9950
0.88,9952
0.90,9953
0.83,9954
0.94,9956
0.86,9957
0.95,9958
0.92,9959
0.89,9961
0.83,9962
0.94,9963
0.85,9965
0.84,9966
0.93,9967
0.86,9969
0.77,9970
0.85,9971
0.49,9973
-0.16,9974
-0.17,9975
-0.25,9977
-0.30,9978
0.56,9979
0.81,9981
0.77,9982
1.01,9983
0.90,9985
0.79,9986
0.81,9987
0.83,9989
0.87,9990
0.96,9991
0.69,9992
0.71,9994
0.70,9995
0.77,9996
0.72,9998
0.73,9999
0.92,10000
0.79,10002
0.82,10003
0.79,10004
0.79,10006
0.70,10007
0.93,10008
0.80,10010
0.86,10011
0.83,10012
0.77,10013
0.85,10015
0.83,10016
0.86,10017
0.76,10019
0.86,10020
0.88,10021
0.88,10023
0.19,10024
-0.20,10025
0.05,10027
0.97,10028
0.98,10029
0.92,10031
0.83,10032
0.89,10033
0.89,10035
0.87,10036
0.86,10037
0.91,10039
0.84,10040
0.86,10041
0.89,10042
0.71,10044
0.88,10045
0.95,10046
0.87,10048
0.89,10049
0.85,10050
0.87,10052
0.77,10053
0.79,10054
0.92,10056
0.84,10057
0.86,10058
0.97,10060
0.88,10061
1.00,10062
0.89,10064
0.85,10065
0.91,10066
0.87,10068
0.73,10069
0.95,10070
0.87,10071
0.80,10073
0.95,10074
0.18,10075
-0.28,10077
0.18,10078
1.00,10079
0.90,10081
1.01,10082
0.96,10083
0.92,10085
0.85,10086
0.86,10087
0.89,10089
0.75,10090
0.98,10091
0.92,10093
0.75,10094
0.80,10095
0.88,10097
0.82,10098
0.93,10099
0.97,10100
0.76,10102
0.88,10103
1.05,10104
0.95,10106
0.92,10107
0.94,10108
0.82,10110
0.92,10111
1.00,10112
0.82,10114
0.92,10115
0.82,10116
0.84,10118
0.81,10119
0.80,10120
0.86,10122
0.77,10123
0.83,10124
0.96,10125
-0.04,10127
-0.13,10128
0.17,10129
0.73,10131
0.94,10132
1.00,10133
0.76,10135
1.01,10136
0.96,10137
1.06,10139
0.80,10140
0.93,10141
0.96,10143
0.80,10144
0.87,10145
0.97,10147
0.92,10148
0.82,10149
0.98,10151
0.88,10152
0.90,10153
1.04,10154
0.91,10156
1.03,10157
0.90,10158
0.85,10160
0.91,10161
1.00,10162
0.75,10164
0.94,10165
0.86,10166
0.83,10168
0.90,10169
0.91,10170
0.95,10172
1.00,10173
0.96,10174
0.95,10176
0.82,10177
-0.02,10178
-0.11,10180
0.53,10181
0.86,10182
0.98,10184
0.78,10185
0.79,10186
0.91,10187
0.79,10189
0.76,10190
0.94,10191
0.84,10193
0.93,10194
0.84,10195
0.94,10197
0.92,10198
0.93,10199
0.89,10201
0.93,10202
0.89,10203
0.71,10205
0.93,10206
1.02,10207
0.85,10209
0.76,10210
0.86,10211
0.95,10212
0.82,10214
0.86,10215
0.99,10216
0.87,10218
0.79,10219
0.84,10220
0.93,10222
0.76,10223
0.98,10224
0.91,10226
0.78,10227
0.65,10228
-0.18,10230
-0.06,10231
0.57,10232
0.75,10234
0.78,10235
0.91,10236
0.91,10238
0.90,10239
0.79,10240
0.76,10242
0.76,10243
0.88,10244
0.91,10245
0.86,10247
0.95,10248
0.96,10249
0.85,10251
0.82,10252
0.84,10253
0.77,10255
0.90,10256
0.86,10257
0.94,10259
0.76,10260
0.87,10261
0.98,10263
0.87,10264
0.86,10265
0.94,10267
0.86,10268
1.04,10269
0.96,10270
0.93,10272
0.93,10273
0.92,10274
0.96,10276
0.80,10277
0.94,10278
0.56,10280
-0.22,10281
-0.17,10282
0.86,10284
0.85,10285
0.99,10286
0.96,10288
0.79,10289
0.97,10290
0.98,10292
0.82,10293
0.84,10294
0.86,10296
0.76,10297
1.01,10298
1.03,10300
0.71,10301
0.82,10302
0.81,10303
0.79,10305
0.76,10306
1.01,10307
0.83,10309
0.91,10310
0.71,10311
0.84,10313
0.88,10314
0.74,10315
0.77,10317
0.78,10318
0.83,10319
0.67,10321
0.85,10322
0.84,10323
0.84,10324
0.79,10326
0.89,10327
0.96,10328
0.93,10330
0.41,10331
-0.20,10332
-0.16,10334
0.80,10335
0.87,10336
0.87,10338
0.81,10339
0.92,10340
0.78,10342
